X	Y	DBH	HT
73.1	39.62	15.49	10.97
136.19	39.62	50.55	25.3
165.76	39.62	13.72	11.58
56.03	39.93	20.32	13.41
104.8	39.93	20.32	14.63
136.19	39.93	42.16	23.16
13.36	40.23	14.48	14.02
133.76	40.54	15.24	11.28
92.61	41.15	12.95	10.67
191.97	41.15	11.68	11.58
32.56	41.45	17.02	11.89
176.73	41.45	71.12	32.31
29.82	41.76	16.51	11.28
95.05	41.76	13.21	11.28
22.81	42.06	17.78	13.72
73.41	42.06	27.18	15.54
37.44	42.37	13.97	11.89
100.84	42.37	11.43	10.67
132.84	42.37	21.08	13.72
116.69	42.67	19.3	15.24
82.55	42.98	12.45	10.97
113.33	42.98	11.94	14.02
77.06	43.28	21.59	15.24
128.27	43.28	12.19	7.92
94.74	43.59	13.21	11.28
189.23	43.59	12.7	11.58
73.41	44.2	12.7	13.41
120.04	44.2	28.45	18.29
159.05	44.2	13.97	12.19
81.33	44.5	13.21	11.28
76.45	44.81	13.21	10.97
161.8	44.81	16.51	13.41
35.31	45.11	11.43	8.84
92.61	45.11	12.95	11.28
164.24	45.11	12.19	13.41
16.71	45.42	25.4	14.33
57.25	45.72	17.53	15.24
132.54	46.02	13.97	13.41
199.59	46.02	17.53	15.54
87.73	46.63	13.97	10.06
131.01	46.63	23.37	17.07
4.22	46.94	23.62	15.54
26.77	47.24	14.22	11.28
114.55	47.55	14.73	13.11
175.51	47.55	12.19	10.06
59.99	47.85	12.19	9.75
182.52	47.85	24.13	14.33
57.56	48.77	17.78	13.72
66.7	49.07	12.45	12.19
111.51	49.07	15.75	11.28
42.93	49.38	24.89	13.41
76.76	49.68	11.94	10.36
84.38	49.99	13.21	13.41
126.44	49.99	15.75	11.89
193.8	49.99	37.34	20.73
4.22	50.29	13.21	11.58
52.68	50.29	26.42	16.15
95.05	50.29	11.43	9.75
149.91	50.29	16.26	13.72
97.18	50.6	13.97	10.97
145.95	50.9	15.49	12.5
160.88	50.9	12.7	12.19
81.03	51.21	17.02	11.28
107.54	51.21	15.24	14.33
37.74	51.51	18.29	13.11
121.56	51.51	17.53	14.94
165.15	52.12	18.29	14.94
91.69	52.43	12.45	9.45
169.72	52.43	16	12.8
67.61	52.73	12.45	10.97
105.71	52.73	15.24	13.41
57.25	53.04	11.43	10.06
167.89	53.04	16.76	14.02
37.44	53.34	14.73	11.58
165.15	53.34	13.97	13.41
137.41	53.64	17.53	13.41
145.95	53.95	20.57	15.85
161.49	54.25	21.84	14.33
192.28	54.25	13.97	11.89
46.58	54.56	11.94	11.28
189.84	54.56	16.76	13.11
59.38	54.86	16.26	12.5
80.72	54.86	14.99	10.97
119.43	54.86	14.48	13.72
20.68	55.17	11.43	10.67
60.3	55.17	13.72	8.84
184.96	55.17	13.72	11.28
5.74	55.47	14.22	11.89
80.72	55.47	11.94	9.75
199.29	55.47	12.7	10.97
59.08	55.78	17.53	13.41
42.62	56.08	13.21	8.84
105.1	56.08	13.46	12.8
12.75	56.39	17.53	11.58
31.04	56.39	17.53	12.5
63.65	56.39	11.94	10.06
2.69	56.69	28.96	15.85
51.76	56.69	13.97	12.19
93.83	56.69	14.73	11.58
133.45	56.69	20.57	15.54
178.56	56.69	22.86	15.85
70.97	57	19.05	14.33
110.59	57.3	16.76	12.5
191.06	57.3	26.67	15.54
29.51	57.61	16	12.19
170.94	57.61	12.7	12.19
114.86	58.52	22.1	15.54
113.33	59.74	14.99	10.97
135.89	60.35	11.43	12.19
177.04	60.66	12.19	8.53
6.65	61.26	27.18	15.24
99.01	61.26	14.22	11.89
72.8	61.57	16.76	12.19
135.89	61.57	19.81	13.41
3.91	61.87	15.49	11.28
124.31	61.87	16.51	13.11
192.89	61.87	16.26	13.41
62.13	62.18	13.21	11.28
154.79	62.18	12.19	8.84
191.06	62.18	14.73	12.8
39.57	62.48	16.26	13.72
115.47	63.09	73.66	24.69
37.13	63.4	14.48	10.67
122.48	63.4	14.22	10.06
173.08	63.4	14.99	11.58
17.02	63.7	17.27	12.19
5.74	64.31	13.72	10.36
131.93	64.31	15.24	9.75
168.2	64.62	11.43	9.45
0.86	64.92	14.73	11.28
77.67	64.92	12.95	10.06
176.73	64.92	11.94	9.45
20.07	65.23	17.78	12.8
198.68	65.23	14.48	12.5
136.5	65.53	22.1	14.02
92.61	65.84	11.68	10.36
193.19	65.84	21.34	11.89
61.21	66.14	18.8	13.72
99.31	66.45	11.43	7.92
134.37	66.75	18.29	14.02
184.66	66.75	16.76	13.11
41.71	67.06	15.24	12.8
101.75	67.06	24.13	12.19
37.74	67.36	12.45	8.84
142.29	67.36	20.57	14.02
52.07	67.67	12.7	10.06
150.22	67.67	68.58	22.56
44.45	68.28	17.27	12.8
126.75	68.28	13.46	10.06
122.17	68.58	16.51	11.28
40.49	68.88	12.45	11.58
87.43	69.19	26.67	13.72
48.11	69.49	13.46	10.36
10.92	69.8	17.53	11.89
157.23	69.8	14.73	9.75
22.5	70.41	12.45	9.45
186.79	70.41	20.07	14.63
30.73	70.71	20.07	13.72
93.22	70.71	11.43	9.14
71.58	71.32	11.94	9.75
179.48	71.32	11.94	10.36
111.2	71.63	13.46	8.84
10.01	71.93	20.32	15.54
99.01	71.93	12.19	7.92
179.48	72.24	12.19	10.06
3.91	72.54	13.21	11.28
184.66	72.54	21.08	14.02
83.16	73.15	13.97	8.84
116.08	73.15	17.78	12.8
54.2	73.76	16.26	13.41
144.73	73.76	17.53	12.8
164.24	74.07	11.94	8.23
65.18	74.37	14.99	11.89
86.21	74.37	14.48	10.67
61.52	74.68	13.21	12.19
131.32	74.68	20.32	14.63
121.26	74.98	26.42	16.46
185.57	74.98	14.48	11.58
4.52	75.29	14.22	10.67
67.92	75.29	11.68	9.75
149.3	75.59	14.48	11.58
78.59	76.5	14.73	10.36
198.07	76.5	25.91	18.59
67	76.81	12.7	11.28
165.15	76.81	12.19	10.36
79.2	77.11	11.43	8.23
198.37	77.11	10.92	8.84
45.36	77.42	15.49	10.97
70.97	77.72	16.26	11.28
114.25	78.03	16.26	12.8
88.04	78.33	17.02	12.8
47.5	78.64	13.21	11.58
176.73	78.64	13.72	11.89
66.4	78.94	16.76	10.06
168.2	78.94	11.43	11.89
154.79	79.25	68.58	22.56
20.37	79.55	21.34	14.33
106.63	79.55	13.97	8.53
32.26	79.86	13.21	10.67
74.93	79.86	19.3	12.5
134.67	79.86	11.94	9.75
11.53	80.16	13.97	11.89
27.99	80.47	17.53	12.8
52.98	80.77	11.43	9.75
127.96	80.77	24.13	16.76
171.55	81.38	16.26	12.19
48.72	81.69	15.24	11.89
141.07	81.69	14.99	11.28
49.94	81.99	12.19	9.75
178.26	81.99	17.27	14.33
74.93	82.3	12.19	8.53
131.62	82.3	24.64	16.76
61.52	82.6	16	12.19
141.99	82.6	11.43	9.45
3.61	82.91	15.75	12.8
92.91	83.21	20.57	14.02
77.67	83.82	16.51	12.5
127.05	83.82	21.59	14.63
44.14	84.12	19.05	12.19
95.66	84.12	12.45	10.36
104.8	84.43	16	9.14
113.94	84.73	21.84	12.19
81.33	85.04	11.43	8.53
168.2	85.04	19.81	16.46
89.56	85.34	16	12.19
188.62	85.34	13.72	10.36
146.86	85.65	15.24	12.19
128.88	85.95	14.99	13.41
86.82	86.26	20.32	11.89
54.81	86.56	19.05	13.11
191.67	86.87	13.46	10.06
20.68	87.48	17.02	12.8
135.58	87.48	21.34	13.41
58.17	87.78	15.75	12.5
82.85	88.09	18.29	11.28
112.72	88.09	26.67	16.15
91.39	88.39	19.3	11.89
98.7	89	21.59	12.8
105.71	89.31	26.67	21.03
159.36	89.61	14.73	13.72
35.92	90.22	17.02	12.19
81.94	90.22	21.08	14.02
196.24	90.22	11.43	8.53
98.4	90.53	16.26	10.67
170.33	90.53	11.68	11.28
42.32	90.83	17.78	12.5
64.87	90.83	20.57	13.11
41.4	91.14	23.37	16.76
167.59	91.44	14.99	13.11
78.59	92.05	12.45	9.75
12.75	92.35	17.27	12.19
91.39	92.35	18.03	11.58
193.5	92.66	11.68	9.45
110.29	92.96	27.18	14.33
164.24	92.96	25.91	21.95
18.24	93.27	11.68	9.14
72.19	93.27	19.3	13.72
10.62	93.57	14.22	11.28
30.73	93.57	26.67	14.63
75.84	93.57	17.02	11.58
125.83	93.88	24.38	14.33
1.78	94.79	14.48	10.67
148.39	94.79	21.84	13.72
50.24	95.1	15.75	12.19
52.37	95.4	16.26	11.89
150.22	95.4	14.22	9.45
189.23	95.4	12.45	10.67
104.8	95.71	13.72	11.28
15.49	96.01	24.13	10.97
77.98	96.01	19.3	11.58
85.6	96.32	15.24	11.28
199.29	96.32	19.05	14.63
173.38	96.62	13.46	11.89
170.03	97.23	22.1	14.63
75.23	97.54	13.72	9.14
117.91	97.84	17.27	14.02
37.44	98.15	15.49	10.67
197.76	98.15	14.73	14.63
1.17	98.45	13.46	10.36
134.98	98.45	28.45	17.07
193.8	98.45	24.38	17.37
166.06	98.76	19.05	15.85
67.92	99.36	14.48	9.14
5.74	99.67	15.75	11.58
162.1	99.67	12.19	8.53
102.36	99.97	20.32	16.46
0.25	100.58	12.19	8.84
64.57	100.58	18.8	12.8
77.37	100.89	16	11.89
60.3	101.5	24.64	14.33
187.4	101.5	13.46	9.75
152.04	101.8	13.72	9.75
15.8	102.11	14.22	12.5
160.27	102.11	12.7	9.75
62.43	102.41	17.02	12.19
152.35	102.41	11.68	6.71
47.19	102.72	14.48	10.97
162.41	102.72	12.95	10.36
151.74	103.02	15.49	10.36
122.78	103.33	15.75	13.72
149.91	103.33	13.97	10.36
22.81	103.63	21.08	13.72
63.04	103.63	17.02	13.11
191.97	103.94	26.16	16.76
8.79	104.24	14.99	9.14
178.26	104.24	15.75	10.06
70.97	104.55	26.16	17.98
35.92	105.16	11.94	10.06
64.26	105.16	12.19	11.28
52.37	105.46	14.22	10.06
44.75	105.77	21.59	14.02
134.06	105.77	23.11	12.8
96.88	106.38	16.26	9.75
32.26	106.68	11.94	9.14
36.52	106.68	18.29	11.89
71.88	106.68	20.83	13.72
133.15	106.68	12.95	10.36
165.46	106.68	16.26	14.02
21.89	106.98	13.97	10.97
25.55	107.29	26.42	12.8
174.29	107.29	16.51	13.72
165.46	107.59	15.24	12.8
163.02	107.9	19.81	14.94
186.49	107.9	17.53	11.28
59.08	108.2	16.76	11.58
13.97	108.51	15.24	10.36
47.19	108.51	16.51	10.67
145.34	108.51	16.76	11.89
101.75	109.42	19.81	13.11
55.73	109.73	14.99	10.97
81.64	109.73	17.53	11.89
133.45	109.73	16	12.8
20.07	110.03	19.81	15.24
56.64	110.34	20.57	13.72
73.1	110.34	36.83	20.42
68.83	110.64	30.73	20.73
9.7	110.95	19.81	12.8
66.7	111.86	21.59	15.85
23.72	112.17	15.24	12.19
33.17	112.47	15.49	11.58
167.89	112.47	9.14	6.1
31.95	112.78	28.19	16.15
95.35	112.78	20.32	14.02
45.06	113.08	12.19	7.01
50.85	113.39	13.72	12.5
139.85	113.69	12.95	12.19
34.09	114	13.97	10.36
167.59	114	19.81	14.02
161.8	114.3	19.05	14.33
30.73	114.6	13.72	8.84
74.93	114.6	12.45	9.75
138.63	114.91	17.02	14.33
73.1	115.21	12.7	9.75
6.65	115.52	22.35	11.28
52.98	115.52	18.29	14.02
180.7	115.52	30.48	20.42
49.02	115.82	11.43	9.75
139.55	115.82	17.78	14.63
58.47	116.13	13.21	11.89
178.87	116.43	15.49	12.8
46.28	116.74	11.94	8.23
63.04	117.04	16.51	12.5
30.43	117.35	14.99	9.45
67.31	117.35	29.46	17.68
177.04	117.35	18.54	13.11
125.53	117.65	19.3	15.54
157.53	117.96	12.19	9.14
99.92	118.26	18.8	11.89
53.29	118.57	13.72	10.36
128.88	118.57	35.31	23.47
185.88	118.57	19.81	15.85
109.98	118.87	20.07	17.07
27.38	119.18	16.51	9.75
101.75	119.18	12.7	10.06
167.59	119.18	15.75	12.5
113.94	119.48	17.02	8.84
136.5	119.79	28.45	20.12
185.27	119.79	16	11.58
162.1	120.09	26.92	16.76
25.55	120.4	14.99	13.11
29.51	120.7	13.72	9.45
58.17	120.7	13.97	10.36
71.58	121.01	12.19	11.58
124.31	121.31	25.65	15.54
168.5	121.31	17.78	17.37
37.74	121.62	17.78	13.11
100.23	121.92	12.7	13.41
28.3	122.22	13.72	10.67
70.36	122.22	16	10.97
18.85	122.53	14.73	10.36
63.35	122.53	14.73	11.58
92.61	122.83	11.43	8.23
127.36	123.44	14.73	10.97
28.3	124.05	18.8	13.11
173.99	124.36	12.7	9.75
32.26	124.66	26.67	14.63
62.43	124.97	15.49	9.75
145.03	124.97	18.03	14.63
118.52	125.88	49.28	26.21
25.55	126.49	13.97	12.19
168.81	126.8	36.32	22.56
135.58	127.41	11.68	7.01
43.54	127.71	11.43	10.36
94.13	128.02	44.96	21.95
179.78	128.32	38.35	22.25
161.19	128.63	23.88	19.81
13.06	128.93	15.49	14.02
171.55	128.93	17.27	14.02
37.74	129.24	17.53	13.72
99.31	129.24	12.19	8.23
80.11	129.54	12.7	10.36
24.03	129.84	13.46	11.28
3.3	130.45	11.68	12.19
58.47	130.45	27.18	17.07
12.75	130.76	20.32	16.46
142.6	130.76	13.21	9.14
159.97	131.06	18.54	16.76
42.01	131.37	13.21	12.19
82.85	131.67	24.89	16.76
139.55	131.98	23.37	17.68
10.31	132.89	27.18	18.29
145.95	132.89	14.22	10.97
15.19	133.2	23.62	15.85
137.11	134.72	27.18	18.59
174.9	135.03	16	13.41
68.83	135.33	16.76	13.72
3	135.64	13.21	13.72
134.06	135.64	18.54	15.85
105.41	136.25	12.19	8.23
10.31	136.86	11.43	12.5
157.23	136.86	12.45	9.75
11.53	137.16	18.29	15.54
173.08	137.16	49.53	27.43
87.43	137.46	24.38	16.15
167.89	137.46	40.64	23.47
74.93	137.77	12.7	12.19
95.35	138.07	23.11	16.15
6.04	138.38	17.02	13.72
160.88	138.38	14.99	15.24
86.51	138.68	25.65	17.07
101.14	138.99	18.03	17.68
79.5	139.29	16	13.41
84.07	140.21	31.24	16.46
161.19	140.21	17.27	14.33
32.26	140.51	18.29	13.72
70.36	140.82	24.13	19.51
80.11	140.82	21.34	18.29
61.52	141.43	16.76	11.28
110.59	141.73	22.1	16.46
35.92	142.04	18.29	15.54
181.61	142.04	17.53	13.72
5.44	142.34	18.8	15.85
117.6	142.34	25.65	18.59
77.67	142.65	17.02	15.85
35.61	142.95	12.7	9.75
189.23	142.95	13.97	10.97
34.7	143.56	22.35	17.07
191.06	143.87	16.76	13.11
8.48	144.17	14.22	16.46
67.92	144.17	19.81	14.63
160.58	145.08	45.97	26.52
116.38	145.39	20.32	15.85
17.93	145.69	14.48	13.41
47.5	145.69	12.95	11.28
5.44	146	18.54	14.94
74.32	146	34.8	21.34
79.5	146.3	17.53	15.85
115.47	146.61	17.78	14.94
32.56	147.52	11.94	11.28
105.71	147.52	27.94	19.2
43.23	147.83	18.8	12.8
16.41	148.13	14.73	13.11
51.16	148.13	16.76	15.24
10.31	148.44	19.05	14.02
95.96	148.44	34.8	20.12
52.07	148.74	16.26	14.94
43.23	149.35	17.78	15.24
91.08	150.27	17.02	14.33
27.69	150.57	11.94	11.28
63.65	150.88	18.54	17.07
30.43	151.18	13.72	11.89
27.38	151.49	16.51	11.28
96.88	151.49	20.32	18.59
43.84	151.79	18.54	13.11
2.69	152.1	35.05	20.12
37.74	152.4	12.45	9.75
119.43	152.7	27.69	16.76
95.05	153.01	19.81	16.76
122.78	153.31	33.27	21.03
49.63	154.53	18.8	19.2
118.21	154.53	28.45	20.12
73.41	154.84	12.19	11.89
51.76	155.45	19.81	16.15
43.84	155.75	16.26	13.11
105.1	156.36	22.35	15.24
51.16	156.97	22.1	16.46
40.79	157.58	23.11	16.76
46.58	157.58	16.51	14.63
2.69	158.19	27.94	15.85
41.1	158.5	18.03	11.58
131.01	158.5	16.26	13.41
7.57	158.8	13.21	12.5
55.73	159.41	15.24	15.54
115.16	159.72	25.65	17.07
145.34	160.02	67.06	26.52
0.25	160.32	12.45	11.89
112.42	160.32	16.51	14.02
85.29	160.63	13.21	10.06
54.81	160.93	20.07	15.85
118.82	161.54	13.72	14.33
12.75	161.85	13.46	11.58
63.04	162.15	16.51	14.33
62.43	162.46	12.19	14.33
164.54	162.46	14.48	10.67
60.91	163.07	13.97	12.5
42.32	163.68	16.26	12.5
162.1	164.29	18.29	13.72
35.61	164.9	12.95	11.89
34.09	165.2	24.13	15.85
118.52	165.51	18.54	17.68
165.76	165.51	13.21	9.14
25.25	166.12	24.64	14.63
49.63	166.42	22.86	17.07
41.1	166.73	21.59	14.33
27.69	167.34	15.75	12.5
128.88	167.34	28.7	21.03
0.25	167.64	19.3	13.11
35	167.64	16.76	12.19
93.22	167.64	19.56	14.33
6.96	168.25	13.46	14.33
48.41	168.25	12.19	11.58
27.08	168.86	11.43	10.36
47.19	168.86	14.73	12.19
22.2	169.47	19.81	14.33
125.83	169.47	20.57	14.63
86.21	170.08	11.43	8.53
128.57	170.08	15.24	15.54
100.53	170.38	12.19	10.36
135.28	170.69	84.07	28.96
30.12	170.99	13.21	8.84
11.23	171.3	14.22	10.97
74.93	171.3	15.75	11.58
183.13	171.3	13.46	10.36
20.37	171.6	22.35	13.72
53.59	171.91	11.94	10.67
82.55	171.91	16	13.72
77.98	172.52	17.27	14.33
162.71	173.13	15.75	14.94
13.66	173.43	21.59	13.41
30.43	173.74	11.43	9.45
127.36	174.04	16.26	14.33
113.94	174.35	25.91	20.12
49.02	174.96	17.53	11.89
106.93	175.26	24.13	18.59
57.86	175.56	15.75	15.24
42.32	175.87	27.43	14.02
138.94	175.87	67.31	27.43
177.34	175.87	27.18	19.2
54.81	176.17	16.76	14.33
126.14	176.17	17.02	15.85
57.25	176.48	15.24	15.24
100.84	176.48	19.56	15.54
102.67	176.78	17.78	14.33
44.14	177.09	14.48	8.23
122.17	177.09	24.38	20.42
101.14	178	18.8	15.24
107.85	178.61	19.81	15.54
12.45	178.92	16.26	12.8
158.75	178.92	14.99	15.24
100.84	179.53	13.21	10.67
38.96	179.83	11.68	8.84
2.08	180.14	11.43	11.28
10.62	180.44	16	12.5
122.17	180.44	22.86	16.15
82.24	180.75	11.94	10.97
20.07	181.05	16.51	15.24
79.2	181.05	14.73	11.58
64.87	181.36	19.81	19.51
53.59	181.66	26.67	19.51
117.3	182.27	20.07	16.15
5.74	182.88	11.43	12.5
132.54	182.88	12.45	11.58
192.89	182.88	19.81	17.07
59.38	183.18	21.84	16.76
161.19	183.79	23.88	18.59
198.98	184.1	12.7	10.67
109.37	184.4	23.11	16.76
36.83	184.71	25.65	14.33
50.24	185.01	15.24	13.41
16.1	185.32	20.57	13.41
28.9	185.32	29.97	23.16
100.53	185.32	20.57	16.15
66.09	185.62	13.21	9.75
190.14	185.62	11.94	12.19
122.78	186.54	19.05	14.02
19.76	186.84	24.89	16.46
58.78	187.45	22.61	18.29
81.94	187.76	20.83	15.54
188.62	187.76	37.59	20.12
85.9	188.06	19.05	14.33
18.85	188.37	13.72	11.58
44.14	188.67	27.69	16.15
177.95	188.98	18.29	15.85
128.57	189.28	12.45	10.36
38.66	190.8	14.22	11.89
35	191.11	25.15	14.63
182.22	191.11	18.03	14.33
151.43	192.33	20.83	17.07
89.26	192.63	17.02	13.11
174.6	192.63	13.72	7.62
40.18	192.94	12.95	9.75
172.77	192.94	23.37	14.63
145.03	193.24	11.68	9.75
38.66	193.55	12.95	10.06
103.89	193.55	21.84	14.63
197.15	194.16	63.75	28.04
5.74	194.46	11.94	10.06
105.71	194.77	20.32	14.33
56.95	195.07	12.95	11.28
57.56	195.38	21.84	17.68
141.38	195.68	12.95	10.97
1.17	195.99	16	13.72
35.31	195.99	27.69	18.29
153.87	195.99	22.86	19.81
82.85	196.29	13.21	10.67
6.65	196.6	15.49	12.8
44.45	196.6	12.45	12.19
152.65	196.9	16.26	15.24
187.71	197.21	23.11	14.63
63.35	197.51	27.43	17.98
170.03	197.51	15.49	14.63
51.76	197.82	12.95	11.89
8.18	198.12	13.72	12.19
113.03	198.42	21.34	17.98
27.69	198.73	11.68	9.45
62.43	199.34	13.21	10.97
